0.707842532652986,0.5351456799179264,0.688648954705857,0.6994020873953768,0.6576651525159978,0.8493337790634934,0.6945816632080548,0.7991799162838984,0.7525876631852705,0.7560398035493215,0.796975400700438,0.8816875494513183
0.006850435422371959,0.0034968930129496423,0.008675918889625267,0.006620361085795223,0.0052906521321749445,0.041627198652724684,0.001389369347662428,0.0018819933853347903,0.04057334315867789,0.001269705791243747,0.008363241712999958,0.02176634416100054
0.00011824316288855385,3.017416049688748e-06,0.0009658129834397844,3.905900603173862e-06,5.975995329476902e-06,2.9792818193596915e-06,8.434343835794778e-05,6.567526846579241e-05,0.004859424918315147,4.6691587464953166e-05,0.00030965315604647436,1.525755394249373e-06
7.211802324835759e-05,0.00015326361000156385,9.936578567004695e-05,3.989586862873651e-06,0.00013473945840336565,6.742774761581138e-05,6.404087547917658e-05,4.0586690987054475e-05,1.8338698860587144e-06,1.5820576655389829e-06,1.8506758072689422e-06,5.454863950105082e-05
0.0002125535047869942,1.742546061889172e-06,1.7853512295551432e-05,6.364023762861493e-06,0.00022210759194984941,0.0019296019583507906,6.117844802977501e-07,1.603593667343084e-05,3.305193707570098e-05,7.794308274355899e-07,0.0002176621723420924,6.849463641378506e-06
8.464595034851641e-05,3.005603635974907e-07,0.0001229949192926849,5.890548093301362e-06,6.272240733462553e-06,2.36026546031054e-05,1.4766691924128494e-05,3.3953080938897706e-05,1.8301278778665164e-05,0.0015202873420382401,3.6245881928853585e-05,0.00013164281595157146
7.136544161179259e-07,1.4309295467751504e-05,0.00020385216275675688,0.0011351766181708633,2.429775490653263e-05,2.531500536273601e-05,1.1340875982757126e-06,0.0002811324001401605,0.00012653415102248378,8.47709935469787e-06,5.649658666073698e-05,2.6203924448409133e-05
6.82076241870222e-05,1.001087024499192e-06,0.00011302014415948136,0.000387409075809253,1.7226147765003752e-05,9.134097062213353e-05,1.867532860233556e-05,4.84819609506415e-05,4.600576550661817e-05,5.149943366866694e-06,1.0488485436832562e-06,6.478313831148608e-05
0.00026041889337813373,8.629870648690918e-05,1.9199901723054857e-05,6.352765045858355e-05,0.0004943085509770961,0.0006885083491769972,5.7021509585197805e-06,9.162651637062424e-05,0.0006518570487737962,0.00016301322868184087,1.6194083430898232e-06,1.10342461856483e-06
8.415890224378053e-06,1.3247358710333224e-05,0.000122483299901055,1.5000619800420445e-05,1.3290595052950493e-05,0.0002460143223053102,0.00011379206018924393,5.1539574737469174e-05,0.0008023714620734035,0.0001168464599918817,3.23334334384473e-06,9.496499460048824e-05
